Property_ID,City,Area_Locality,Property_Type,BHK,Size_sqft,Bathroom_Count,Furnishing_Status,Floor_Number,Total_Floors,Parking_Available,Distance_to_Metro_km,Property_Age_Years,Monthly_Rent
P00961,Bangalore,Whitefield,Villa,3,918.0,1.0,Unfurnished,2,17,No,6.14,0,28930
P00962,Hyderabad,Hitech City,Villa,4,1996.0,2.0,Unfurnished,18,23,Yes,2.12,15,55918
P00963,Pune,Baner,Apartment,2,1113.0,2.0,Unfurnished,6,9,Yes,6.37,3,29372
P00964,Bangalore,Electronic City,Apartment,3,2121.0,1.0,Semi-Furnished,5,22,No,2.06,6,63215
P00965,Mumbai,Powai,Independent House,5,2738.0,2.0,Furnished,14,21,No,8.76,18,83742
P00966,Chennai,OMR,Apartment,1,2492.0,1.0,Furnished,19,24,No,0.42,9,65190
P00967,Mumbai,Powai,Apartment,2,1629.0,1.0,Unfurnished,18,20,No,4.11,1,56958
P00968,Pune,Hinjewadi,Villa,4,1527.0,1.0,Furnished,10,17,No,2.17,1,48244
P00969,Chennai,OMR,Villa,1,1415.0,2.0,Furnished,18,23,Yes,3.59,2,44445
P00970,Delhi,Dwarka,Villa,4,980.0,3.0,Unfurnished,1,5,Yes,5.07,7,37731
P00971,Hyderabad,Kukatpally,Independent House,3,1382.0,1.0,Furnished,0,25,Yes,5.44,12,46094
P00972,Pune,Hinjewadi,Villa,4,663.0,4.0,Semi-Furnished,4,18,No,5.59,3,28799
P00973,Bangalore,Marathahalli,Independent House,2,1855.0,2.0,Furnished,7,15,Yes,5.97,7,56952
P00974,Pune,Hinjewadi,Apartment,2,682.0,1.0,Furnished,4,19,Yes,2.97,10,27137
P00975,Delhi,Rohini,Independent House,2,2932.0,2.0,Semi-Furnished,3,25,Yes,0.95,17,76412
P00976,Mumbai,Powai,Apartment,4,,3.0,Unfurnished,9,17,No,3.32,17,60964
P00977,Bangalore,Whitefield,Independent House,4,2997.0,4.0,Semi-Furnished,2,9,Yes,8.45,16,79749
P00978,Hyderabad,Gachibowli,Apartment,3,1031.0,1.0,Furnished,14,25,No,9.54,0,34868
P00979,Bangalore,Marathahalli,Independent House,5,2023.0,3.0,Furnished,1,10,No,5.05,12,64914
P00980,Mumbai,Andheri,Apartment,2,2003.0,1.0,Unfurnished,13,22,Yes,6.67,1,64986
P00981,Hyderabad,Hitech City,Villa,3,1525.0,2.0,Furnished,10,22,No,8.68,1,43822
P00982,Delhi,Karol Bagh,Villa,3,2640.0,4.0,Semi-Furnished,18,24,No,1.79,12,74584
P00983,Pune,Wakad,Apartment,1,1599.0,2.0,Furnished,7,25,No,3.51,12,41652
P00984,Delhi,Saket,Independent House,3,1476.0,1.0,Furnished,9,20,No,8.51,14,44510
P00985,Bangalore,Indiranagar,Apartment,4,601.0,3.0,Semi-Furnished,20,25,Yes,4.2,18,27303
P00986,Hyderabad,Madhapur,Apartment,4,1186.0,3.0,Semi-Furnished,8,24,Yes,2.43,5,41215
P00987,Delhi,Dwarka,Apartment,1,607.0,1.0,Unfurnished,16,24,No,0.61,7,18895
P00988,Pune,Baner,Independent House,1,1897.0,1.0,Unfurnished,7,19,Yes,0.96,14,44717
P00989,Delhi,Dwarka,Apartment,2,1784.0,3.0,Semi-Furnished,13,15,No,8.78,4,46323
P00990,Hyderabad,Madhapur,Independent House,4,1984.0,4.0,Semi-Furnished,19,20,Yes,3.81,9,58080
P00991,Delhi,Dwarka,Apartment,5,1316.0,3.0,Unfurnished,16,22,Yes,3.91,18,40637
P00992,Pune,Wakad,Independent House,1,766.0,1.0,Unfurnished,16,25,No,5.48,3,20773
P00993,Bangalore,Indiranagar,Villa,5,2581.0,4.0,Semi-Furnished,8,15,No,9.13,10,71638
P00994,Hyderabad,Gachibowli,Independent House,3,922.0,2.0,Semi-Furnished,13,19,Yes,3.65,16,29357
P00995,Hyderabad,Kukatpally,Villa,2,2288.0,2.0,Furnished,18,25,Yes,9.27,7,61289
P00996,Pune,Wakad,Villa,3,,3.0,Semi-Furnished,3,6,No,4.33,4,49033
P00997,Mumbai,Bandra,Apartment,4,513.0,2.0,Furnished,13,18,No,7.48,4,35983
P00998,Mumbai,Andheri,Villa,2,749.0,1.0,Unfurnished,16,23,No,3.67,12,37141
P00999,Delhi,Rohini,Villa,3,937.0,3.0,Semi-Furnished,18,23,Yes,9.94,1,31177
P01000,Pune,Baner,Independent House,4,2292.0,4.0,Semi-Furnished,15,18,Yes,7.29,18,62917
P01001,Bangalore,Electronic City,Apartment,5,2879.0,3.0,Unfurnished,20,24,No,3.34,5,81134
P01002,Pune,Baner,Apartment,2,1667.0,2.0,Semi-Furnished,1,20,No,3.0,12,44573
P01003,Chennai,T Nagar,Apartment,2,2213.0,3.0,Semi-Furnished,18,23,No,1.17,9,58461
P01004,Bangalore,Marathahalli,Independent House,4,2247.0,2.0,Furnished,9,18,Yes,9.26,8,64630
P01005,Bangalore,Electronic City,Villa,5,1141.0,1.0,Unfurnished,1,19,Yes,0.27,0,44353
P01006,Chennai,OMR,Villa,4,2272.0,5.0,Furnished,14,19,Yes,7.22,3,69091
P01007,Mumbai,Borivali,Independent House,1,1010.0,2.0,Unfurnished,3,15,Yes,7.49,7,42149
P01008,Bangalore,Marathahalli,Apartment,5,1823.0,3.0,Semi-Furnished,20,25,Yes,7.13,10,55185
P01009,Mumbai,Andheri,Villa,5,1750.0,2.0,Unfurnished,20,21,Yes,2.61,18,63944
P01010,Chennai,T Nagar,Independent House,4,1070.0,4.0,Furnished,15,20,Yes,2.15,2,45811
P01011,Pune,Wakad,Apartment,4,725.0,4.0,Unfurnished,19,21,Yes,0.58,8,32457
P01012,Mumbai,Bandra,Villa,3,2433.0,2.0,Semi-Furnished,7,17,No,5.0,20,75088
P01013,Delhi,Saket,Villa,4,1660.0,1.0,Furnished,3,13,No,9.7,10,48541
P01014,Pune,Kharadi,Apartment,2,2353.0,2.0,Unfurnished,3,15,No,7.11,15,54851
P01015,Delhi,Karol Bagh,Villa,2,568.0,2.0,Semi-Furnished,16,20,No,0.8,10,24719
P01016,Pune,Baner,Independent House,4,2260.0,4.0,Semi-Furnished,8,10,No,4.96,7,62819
P01017,Pune,Hinjewadi,Independent House,4,,2.0,,5,23,Yes,7.84,3,57704
P01018,Delhi,Saket,Apartment,5,2660.0,1.0,Unfurnished,0,13,Yes,7.85,10,69906
P01019,Delhi,Dwarka,Villa,1,2574.0,1.0,Semi-Furnished,17,21,Yes,8.41,12,66081
P01020,Chennai,OMR,Apartment,3,1807.0,4.0,Furnished,17,21,Yes,0.55,0,61709
P01021,Bangalore,Indiranagar,Independent House,1,1092.0,2.0,Semi-Furnished,0,8,Yes,0.53,3,39334
P01022,Pune,Kharadi,Apartment,3,,1.0,Furnished,16,23,Yes,0.34,17,34008
P01023,Chennai,Velachery,Villa,5,2052.0,2.0,Unfurnished,9,20,No,5.22,0,56526
P01024,Hyderabad,Kukatpally,Apartment,1,1532.0,2.0,Semi-Furnished,9,23,Yes,2.38,13,44512
P01025,Hyderabad,Kukatpally,Independent House,5,2525.0,2.0,Semi-Furnished,0,16,No,9.52,17,67955
P01026,Bangalore,Indiranagar,Apartment,5,551.0,4.0,Furnished,14,20,No,5.72,20,30948
P01027,Hyderabad,Gachibowli,Villa,1,840.0,1.0,Furnished,15,25,Yes,1.02,12,32907
P01028,Mumbai,Bandra,Apartment,4,1482.0,4.0,Semi-Furnished,10,24,Yes,0.56,18,64204
P01029,Mumbai,Andheri,Independent House,2,2753.0,,Unfurnished,15,21,Yes,3.35,15,81802
P01030,Delhi,Dwarka,Apartment,4,767.0,4.0,Furnished,0,6,Yes,1.83,14,36395
P01031,Bangalore,Indiranagar,Independent House,2,2598.0,2.0,Furnished,17,24,No,0.29,3,76394
P01032,Hyderabad,Madhapur,Villa,3,2969.0,3.0,Unfurnished,20,22,Yes,3.04,6,78891
P01033,Pune,Baner,Villa,5,1479.0,4.0,Semi-Furnished,6,17,Yes,1.81,15,46841
P01034,Hyderabad,Kukatpally,Apartment,2,2377.0,1.0,Furnished,9,16,Yes,7.0,17,62440
P01035,Hyderabad,Hitech City,Apartment,5,2369.0,5.0,Furnished,2,14,Yes,3.58,0,74369
P01036,Hyderabad,Madhapur,Independent House,5,1702.0,3.0,Unfurnished,12,17,Yes,0.96,4,52143
P01037,Pune,Wakad,Independent House,2,1526.0,3.0,Furnished,4,21,No,3.44,18,46350
P01038,Hyderabad,Kukatpally,Apartment,2,460.0,1.0,Furnished,2,22,Yes,1.6,15,20382
P01039,Hyderabad,Hitech City,Apartment,2,2545.0,2.0,Semi-Furnished,15,21,No,5.1,3,64507
P01040,Delhi,Karol Bagh,Independent House,4,2393.0,3.0,Semi-Furnished,16,22,Yes,8.86,6,65567
P01041,Pune,Baner,Villa,2,2240.0,3.0,Semi-Furnished,15,20,Yes,5.67,13,60395
P01042,Hyderabad,Gachibowli,Apartment,3,2359.0,3.0,Unfurnished,13,17,Yes,3.95,5,60117
P01043,Chennai,Anna Nagar,Independent House,5,1248.0,1.0,Unfurnished,9,20,Yes,9.13,8,37099
P01044,Bangalore,Marathahalli,Apartment,3,2410.0,4.0,Furnished,8,17,Yes,9.72,0,74084
P01045,Mumbai,Borivali,Independent House,2,2389.0,3.0,Unfurnished,17,19,Yes,3.82,19,75298
P01046,Chennai,T Nagar,Apartment,1,2168.0,1.0,Furnished,14,25,Yes,3.28,17,56477
P01047,Chennai,Velachery,Independent House,3,1143.0,3.0,Unfurnished,0,22,No,4.28,1,32316
P01048,Chennai,T Nagar,Villa,3,793.0,2.0,Semi-Furnished,1,10,Yes,6.95,13,25204
P01049,Pune,Hinjewadi,Independent House,3,2746.0,3.0,Furnished,10,18,Yes,5.75,14,71476
P01050,Bangalore,Whitefield,Apartment,1,1210.0,2.0,Unfurnished,20,21,Yes,7.93,6,35711
P01051,Hyderabad,Kukatpally,Apartment,2,1710.0,3.0,Unfurnished,6,11,No,0.72,9,45290
P01052,Hyderabad,Gachibowli,Villa,3,2145.0,2.0,Furnished,8,15,Yes,9.8,8,61794
P01053,Mumbai,Powai,Apartment,4,1904.0,5.0,Semi-Furnished,11,24,No,8.33,5,65573
P01054,Delhi,Karol Bagh,Apartment,5,2779.0,2.0,Unfurnished,13,19,No,2.23,16,76126
P01055,Pune,Baner,Apartment,5,1313.0,3.0,Furnished,14,19,Yes,9.23,16,45599
P01056,Pune,Wakad,Independent House,2,2363.0,3.0,Semi-Furnished,11,21,No,6.65,1,60423
P01057,Pune,Hinjewadi,Villa,3,482.0,2.0,Semi-Furnished,15,21,No,6.55,3,18538
P01058,Hyderabad,Madhapur,Apartment,4,2689.0,2.0,Furnished,14,24,No,6.02,13,75892
P01059,Mumbai,Borivali,Apartment,3,1978.0,3.0,Semi-Furnished,12,17,Yes,9.71,7,67697
P01060,Bangalore,Indiranagar,Independent House,3,2815.0,,Unfurnished,0,6,Yes,9.24,19,73718
P01061,Delhi,Rohini,Villa,2,982.0,3.0,Semi-Furnished,1,4,No,7.97,4,31838
P01062,Mumbai,Borivali,Apartment,4,453.0,2.0,Furnished,5,15,No,0.99,7,39727
P01063,Mumbai,Andheri,Villa,2,1081.0,3.0,Unfurnished,11,12,No,1.76,3,47254
P01064,Delhi,Karol Bagh,Villa,2,2384.0,3.0,Semi-Furnished,14,18,Yes,4.0,10,63941
P01065,Mumbai,Powai,Independent House,4,2895.0,4.0,Unfurnished,2,14,No,6.76,18,82076
P01066,Chennai,T Nagar,Apartment,3,1933.0,3.0,Unfurnished,0,20,No,9.16,20,44456
P01067,Chennai,Anna Nagar,Apartment,1,1315.0,2.0,Semi-Furnished,2,13,No,6.61,13,31627
P01068,Hyderabad,Madhapur,Independent House,4,592.0,3.0,Semi-Furnished,5,11,No,6.89,3,26713
P01069,Bangalore,Marathahalli,Villa,1,2106.0,1.0,Furnished,10,13,No,6.93,0,59509
P01070,Pune,Kharadi,Independent House,1,1690.0,2.0,Semi-Furnished,20,21,No,5.12,15,44584
P01071,Hyderabad,Madhapur,Apartment,2,2186.0,3.0,Semi-Furnished,2,7,Yes,3.5,18,57489
P01072,Chennai,Anna Nagar,Independent House,1,2353.0,2.0,Furnished,3,19,No,3.8,19,62598
P01073,Hyderabad,Madhapur,Independent House,3,1663.0,1.0,Unfurnished,8,14,No,3.7,0,46140
P01074,Hyderabad,Madhapur,Villa,1,2890.0,1.0,Semi-Furnished,1,19,No,2.64,2,73586
P01075,Bangalore,Electronic City,Villa,2,2471.0,2.0,Semi-Furnished,11,19,Yes,9.2,16,65063
P01076,Mumbai,Andheri,Apartment,3,1976.0,1.0,Furnished,19,25,Yes,3.94,2,72118
P01077,Pune,Baner,Independent House,4,,2.0,Unfurnished,8,11,No,9.66,6,19219
P01078,Hyderabad,Madhapur,Villa,5,2658.0,2.0,Unfurnished,1,13,No,2.31,13,69685
P01079,Pune,Wakad,Independent House,5,637.0,5.0,Semi-Furnished,5,15,No,0.25,6,30424
P01080,Mumbai,Bandra,Independent House,3,2344.0,3.0,Furnished,7,15,Yes,7.15,7,76782
P01081,Delhi,Saket,Villa,5,2336.0,5.0,Semi-Furnished,20,25,No,5.51,15,70178
P01082,Bangalore,Marathahalli,Independent House,3,1868.0,4.0,Furnished,14,22,Yes,5.42,5,63686
P01083,Mumbai,Powai,Independent House,1,,1.0,Unfurnished,15,24,No,1.01,16,78567
P01084,Hyderabad,Madhapur,Independent House,4,2364.0,1.0,Furnished,19,24,Yes,6.32,18,65795
P01085,Mumbai,Andheri,Independent House,5,2460.0,2.0,Semi-Furnished,17,20,No,6.15,3,79176
P01086,Mumbai,Bandra,Apartment,1,2787.0,2.0,Furnished,5,18,No,3.65,6,85886
P01087,Delhi,Saket,Independent House,3,882.0,3.0,Unfurnished,17,24,Yes,8.62,15,28501
P01088,Hyderabad,Kukatpally,Apartment,2,2088.0,2.0,Furnished,17,23,No,6.63,3,57626
P01089,Delhi,Karol Bagh,Independent House,4,1223.0,1.0,Unfurnished,7,12,Yes,6.08,13,34401
P01090,Hyderabad,Gachibowli,Apartment,5,2382.0,6.0,Furnished,11,12,No,5.61,6,71399
P01091,Mumbai,Powai,Villa,2,1167.0,2.0,Unfurnished,6,17,Yes,3.07,0,47273
P01092,Delhi,Karol Bagh,Independent House,2,2920.0,2.0,Furnished,5,20,Yes,8.08,10,75392
P01093,Chennai,Anna Nagar,Villa,1,478.0,1.0,Unfurnished,13,22,No,8.65,2,12149
P01094,Hyderabad,Hitech City,Villa,5,2637.0,6.0,Furnished,14,22,Yes,3.07,12,83698
P01095,Bangalore,Marathahalli,Independent House,5,2252.0,4.0,Furnished,3,8,No,7.63,18,65859
P01096,Pune,Wakad,Independent House,4,1841.0,2.0,Furnished,15,19,No,1.15,20,57836
P01097,Bangalore,Indiranagar,Villa,4,1452.0,3.0,Semi-Furnished,9,24,No,7.92,8,47910
P01098,Hyderabad,Hitech City,Apartment,2,2587.0,2.0,Furnished,7,19,No,7.2,9,69878
P01099,Chennai,OMR,Independent House,4,1657.0,2.0,Unfurnished,4,9,No,8.62,8,45127
P01100,Chennai,Velachery,Apartment,5,1690.0,2.0,Unfurnished,0,9,No,7.27,16,45198
P01101,Mumbai,Bandra,Independent House,2,2854.0,3.0,Semi-Furnished,16,22,No,8.68,15,84057
P01102,Chennai,Anna Nagar,Apartment,4,2005.0,1.0,Unfurnished,2,13,Yes,3.23,7,53079
P01103,Hyderabad,Hitech City,Villa,2,1910.0,2.0,Semi-Furnished,18,24,Yes,8.43,16,47430
P01104,Pune,Wakad,Independent House,1,2082.0,1.0,Semi-Furnished,16,18,No,5.62,17,50196
P01105,Bangalore,Whitefield,Independent House,5,2591.0,2.0,Furnished,8,14,Yes,2.44,14,77649
P01106,Bangalore,Marathahalli,Villa,3,824.0,2.0,Unfurnished,2,7,No,0.8,7,30546
P01107,Delhi,Karol Bagh,Independent House,1,2649.0,1.0,Semi-Furnished,20,21,Yes,4.89,14,64462
P01108,Mumbai,Bandra,Apartment,5,2864.0,2.0,Unfurnished,15,20,Yes,5.9,3,91831
P01109,Mumbai,Bandra,Villa,5,2318.0,1.0,Semi-Furnished,13,23,No,5.03,5,77418
P01110,Delhi,Karol Bagh,Villa,3,1677.0,3.0,Unfurnished,7,18,No,6.84,16,44197
P01111,Pune,Kharadi,Apartment,2,2447.0,1.0,Semi-Furnished,16,24,No,1.8,2,64343
P01112,Pune,Baner,Apartment,4,1852.0,5.0,Furnished,6,10,Yes,2.29,16,59076
P01113,Hyderabad,Kukatpally,Apartment,3,2946.0,2.0,Unfurnished,4,15,Yes,2.08,12,73407
P01114,Chennai,T Nagar,Independent House,5,2390.0,6.0,Unfurnished,13,25,No,2.44,8,69320
P01115,Hyderabad,Madhapur,Apartment,3,1816.0,3.0,Unfurnished,10,18,No,4.37,12,48468
P01116,Bangalore,Indiranagar,Apartment,4,1898.0,2.0,Semi-Furnished,8,9,Yes,2.24,8,59774
P01117,Hyderabad,Hitech City,Independent House,4,2016.0,3.0,Unfurnished,17,21,Yes,6.25,14,53413
P01118,Bangalore,Whitefield,Apartment,2,1783.0,3.0,Semi-Furnished,18,22,Yes,7.86,12,53391
P01119,Pune,Kharadi,Apartment,3,2935.0,4.0,Furnished,3,5,No,2.91,11,80287
P01120,Hyderabad,Hitech City,Independent House,2,753.0,2.0,Unfurnished,13,16,Yes,5.98,18,19977
P01121,Delhi,Dwarka,Independent House,2,1792.0,3.0,Unfurnished,8,25,No,6.96,4,45037
P01122,Pune,Baner,Independent House,4,1329.0,2.0,Semi-Furnished,14,18,No,3.75,6,44271
P01123,Pune,Baner,Independent House,5,544.0,2.0,Furnished,20,24,No,4.08,15,24809
P01124,Delhi,Dwarka,Villa,3,516.0,4.0,Furnished,16,22,No,2.97,10,31817
P01125,Bangalore,Whitefield,Villa,1,2736.0,1.0,Unfurnished,5,22,Yes,5.82,14,68086
P01126,Pune,Wakad,Apartment,4,1584.0,4.0,Semi-Furnished,4,25,No,0.92,20,50162
P01127,Hyderabad,Kukatpally,Villa,4,537.0,4.0,Unfurnished,9,10,No,0.38,7,25747
P01128,Mumbai,Bandra,Independent House,2,2843.0,3.0,Semi-Furnished,17,25,Yes,7.75,18,82973
P01129,Pune,Wakad,Apartment,2,1294.0,2.0,Furnished,3,4,Yes,7.84,17,37067
P01130,Bangalore,Marathahalli,Independent House,2,1305.0,1.0,Semi-Furnished,5,19,No,2.48,6,41428
P01131,Bangalore,Electronic City,Independent House,1,1986.0,1.0,Semi-Furnished,6,19,Yes,4.58,12,52382
P01132,Chennai,Anna Nagar,Villa,1,830.0,1.0,Unfurnished,18,24,Yes,1.8,6,22695
P01133,Mumbai,Powai,Villa,3,2150.0,2.0,Furnished,2,19,No,4.88,16,70365
P01134,Mumbai,Andheri,Apartment,4,2170.0,4.0,Furnished,11,17,No,8.4,13,77081
P01135,Hyderabad,Gachibowli,Villa,1,2046.0,2.0,Furnished,8,19,Yes,1.58,7,57277
P01136,Delhi,Dwarka,Apartment,5,1087.0,2.0,Unfurnished,15,16,Yes,6.04,6,40622
P01137,Hyderabad,Madhapur,Villa,4,1095.0,4.0,Furnished,5,22,Yes,7.47,5,41624
P01138,Bangalore,Electronic City,Apartment,4,1285.0,3.0,Semi-Furnished,20,23,No,6.29,0,42292
P01139,Hyderabad,Hitech City,Independent House,1,1041.0,2.0,Furnished,17,24,Yes,1.75,0,37720
P01140,Chennai,Velachery,Independent House,1,910.0,2.0,Semi-Furnished,13,22,No,1.52,19,28929
P01141,Bangalore,Marathahalli,Independent House,4,1502.0,2.0,Semi-Furnished,17,23,Yes,4.88,18,46739
P01142,Chennai,T Nagar,Villa,2,1034.0,1.0,Unfurnished,2,6,No,2.97,19,24259
P01143,Chennai,T Nagar,Independent House,2,1683.0,2.0,Unfurnished,14,25,No,7.65,4,40919
P01144,Mumbai,Powai,Villa,2,2823.0,3.0,Furnished,12,23,Yes,7.98,5,84936
P01145,Chennai,Velachery,Apartment,2,2075.0,2.0,Furnished,18,22,No,8.61,6,57023
P01146,Delhi,Karol Bagh,Independent House,2,2306.0,3.0,Semi-Furnished,17,25,Yes,7.5,20,61271
P01147,Hyderabad,Madhapur,Apartment,3,1846.0,4.0,Unfurnished,14,25,Yes,6.75,10,51176
P01148,Hyderabad,Hitech City,Independent House,4,554.0,5.0,,3,11,No,8.33,3,30442
P01149,Pune,Baner,Apartment,3,1707.0,4.0,Semi-Furnished,17,19,Yes,4.1,16,48105
P01150,Chennai,T Nagar,Apartment,2,1899.0,3.0,Unfurnished,4,23,Yes,8.04,11,48291
P01151,Chennai,T Nagar,Independent House,2,860.0,3.0,Furnished,20,25,Yes,8.46,4,32431
P01152,Delhi,Karol Bagh,Apartment,3,650.0,4.0,Semi-Furnished,12,21,No,8.96,14,24593
P01153,Chennai,OMR,Apartment,1,1479.0,2.0,Furnished,19,24,Yes,0.78,13,43440
P01154,Chennai,Anna Nagar,Apartment,2,2052.0,1.0,Unfurnished,13,20,Yes,2.64,11,49525
P01155,Chennai,OMR,Apartment,4,955.0,5.0,,4,11,No,1.6,8,34412
P01156,Bangalore,Whitefield,Villa,3,2597.0,1.0,Unfurnished,19,23,Yes,6.67,9,65000
P01157,Delhi,Karol Bagh,Apartment,1,1848.0,2.0,Furnished,12,17,Yes,6.34,13,54087
P01158,Chennai,Anna Nagar,Independent House,2,2591.0,1.0,Furnished,19,24,No,2.56,15,70385
P01159,Mumbai,Borivali,Apartment,1,1597.0,2.0,Semi-Furnished,20,25,No,4.31,8,55413
P01160,Bangalore,Whitefield,Apartment,4,1444.0,5.0,Semi-Furnished,7,21,No,1.22,15,52568
P01161,Delhi,Karol Bagh,Villa,5,2017.0,1.0,Unfurnished,3,22,Yes,5.84,3,57392
P01162,Hyderabad,Kukatpally,Independent House,1,1872.0,2.0,Semi-Furnished,18,25,Yes,9.41,20,45104
P01163,Pune,Hinjewadi,Apartment,5,1190.0,1.0,Unfurnished,10,12,No,9.22,0,37059
P01164,Mumbai,Powai,Independent House,3,1893.0,2.0,Semi-Furnished,14,15,No,4.69,20,62352
P01165,Chennai,T Nagar,Villa,5,1768.0,6.0,Semi-Furnished,11,24,Yes,8.48,2,56158
P01166,Hyderabad,Gachibowli,Independent House,3,864.0,1.0,Unfurnished,12,18,No,6.47,12,22598
P01167,Hyderabad,Kukatpally,Independent House,3,2243.0,3.0,Furnished,5,16,Yes,1.29,18,65410
P01168,Delhi,Saket,Villa,5,1178.0,4.0,Unfurnished,2,9,Yes,1.09,19,45319
P01169,Mumbai,Powai,Apartment,3,2632.0,3.0,Semi-Furnished,4,17,Yes,8.48,9,83397
P01170,Delhi,Dwarka,Independent House,2,2262.0,1.0,Furnished,17,20,No,0.46,7,68399
P01171,Chennai,T Nagar,Apartment,4,1334.0,2.0,Furnished,9,17,Yes,8.6,15,42653
P01172,Mumbai,Bandra,Independent House,2,2574.0,3.0,Semi-Furnished,20,25,No,7.52,11,76219
P01173,Mumbai,Powai,Independent House,2,1761.0,3.0,Semi-Furnished,2,25,Yes,3.35,7,65513
P01174,Delhi,Rohini,Apartment,5,2398.0,5.0,Semi-Furnished,3,23,Yes,7.26,20,70975
P01175,Chennai,Anna Nagar,Independent House,5,667.0,4.0,Unfurnished,14,22,No,0.83,5,27515
P01176,Delhi,Karol Bagh,Villa,1,1873.0,2.0,Unfurnished,4,7,No,0.84,8,51487
P01177,Hyderabad,Hitech City,Villa,5,2460.0,4.0,Unfurnished,4,17,Yes,6.69,9,68661
P01178,Pune,Baner,Independent House,2,2784.0,3.0,Semi-Furnished,4,22,No,8.65,19,62938
P01179,Pune,Baner,Villa,1,740.0,1.0,Unfurnished,13,25,Yes,7.38,7,20350
P01180,Chennai,T Nagar,Apartment,4,939.0,3.0,Furnished,3,16,No,8.09,12,36344
P01181,Mumbai,Bandra,Independent House,2,842.0,2.0,Semi-Furnished,5,19,No,5.1,5,39843
P01182,Mumbai,Bandra,Apartment,3,784.0,3.0,Semi-Furnished,3,20,No,0.4,19,40166
P01183,Delhi,Dwarka,Villa,3,841.0,2.0,Furnished,16,17,Yes,3.4,9,33598
P01184,Delhi,Saket,Apartment,2,1222.0,3.0,Unfurnished,15,18,Yes,9.76,3,37396
P01185,Chennai,OMR,Villa,2,,3.0,Furnished,16,19,No,0.5,1,67308
P01186,Bangalore,Marathahalli,Independent House,1,1879.0,1.0,Unfurnished,16,19,Yes,5.08,19,45087
P01187,Delhi,Saket,Independent House,5,2042.0,4.0,Furnished,17,19,No,2.61,4,67068
P01188,Mumbai,Bandra,Independent House,1,1917.0,1.0,Semi-Furnished,18,19,Yes,6.7,10,62538
P01189,Delhi,Karol Bagh,Villa,2,1607.0,2.0,Furnished,14,18,No,9.45,13,45582
P01190,Mumbai,Borivali,Apartment,4,547.0,4.0,Furnished,10,19,No,6.17,9,42279
P01191,Hyderabad,Hitech City,Villa,1,1220.0,1.0,Semi-Furnished,18,24,Yes,6.48,1,36024
P01192,Bangalore,Whitefield,Independent House,4,1221.0,3.0,Unfurnished,1,23,No,7.44,16,35506
P01193,Delhi,Saket,Villa,1,1328.0,1.0,Semi-Furnished,5,13,No,0.92,6,41295
P01194,Chennai,Velachery,Apartment,4,1293.0,1.0,Semi-Furnished,0,8,No,9.85,12,34353
P01195,Hyderabad,Kukatpally,Apartment,2,1030.0,3.0,Furnished,19,25,No,8.84,13,34447
P01196,Delhi,Saket,Apartment,3,2126.0,1.0,Semi-Furnished,13,20,No,8.46,6,57492
P01197,Hyderabad,Hitech City,Villa,4,621.0,4.0,Furnished,7,10,Yes,1.33,15,30941
P01198,Chennai,OMR,Apartment,3,2081.0,3.0,Unfurnished,9,19,No,1.26,3,57258
P01199,Chennai,Velachery,Villa,4,1272.0,2.0,Unfurnished,1,17,No,1.27,7,36709
P01200,Mumbai,Bandra,Apartment,1,1440.0,2.0,Unfurnished,11,19,Yes,4.53,1,54085
P01201,Delhi,Rohini,Apartment,3,629.0,1.0,Furnished,10,24,No,9.23,11,25942
P01202,Chennai,Velachery,Independent House,4,1077.0,3.0,Unfurnished,2,10,Yes,6.35,10,36056
P01203,Pune,Kharadi,Apartment,4,734.0,2.0,Unfurnished,16,21,Yes,1.6,10,25272
P01204,Bangalore,Whitefield,Independent House,5,2638.0,1.0,Unfurnished,5,16,No,0.58,3,77624
P01205,Chennai,Velachery,Independent House,1,2754.0,1.0,Semi-Furnished,18,19,Yes,7.67,1,68739
P01206,Delhi,Dwarka,Apartment,4,2790.0,4.0,Semi-Furnished,19,23,No,9.12,7,77586
P01207,Mumbai,Powai,Independent House,4,2412.0,2.0,Semi-Furnished,17,23,Yes,1.62,20,82899
P01208,Chennai,Anna Nagar,Independent House,2,1957.0,3.0,Furnished,13,18,Yes,0.62,13,61432
P01209,Delhi,Rohini,Independent House,2,1895.0,1.0,Semi-Furnished,13,20,No,7.39,14,49048
P01210,Mumbai,Powai,Independent House,3,2083.0,2.0,Unfurnished,16,20,Yes,2.33,6,71587
P01211,Chennai,OMR,Independent House,5,2122.0,3.0,Unfurnished,9,16,No,1.59,3,62756
P01212,Pune,Kharadi,Independent House,5,2138.0,1.0,Furnished,6,17,Yes,6.66,16,61764
P01213,Chennai,Anna Nagar,Apartment,2,2030.0,3.0,Unfurnished,5,14,Yes,6.48,18,48128
P01214,Chennai,Anna Nagar,Independent House,4,1456.0,2.0,Semi-Furnished,10,20,Yes,6.83,2,42934
P01215,Bangalore,Whitefield,Apartment,3,818.0,3.0,Semi-Furnished,6,11,Yes,3.21,2,36122
P01216,Delhi,Saket,Villa,4,2395.0,3.0,Unfurnished,5,15,No,1.19,17,64065
P01217,Chennai,T Nagar,Independent House,1,2630.0,2.0,Furnished,17,25,No,6.96,7,64104
P01218,Pune,Wakad,Independent House,1,611.0,1.0,Semi-Furnished,15,22,No,1.87,0,23727
